0.093039,0.115189,0.120170,0.096593,0.102128,0.095429,0.095981,0.102980,0.089417,0.079016,0.080413,0.071828,0.087019,0.080386,0.067914,0.052089,0.050857,0.042243,0.089152,0.064437,0.034345,0.066126,0.072009,0.043831,0.032022,0.065156,0.075090,0.067100,0.072465,0.098212,0.081295,0.082279,0.068103,0.054608,0.063719,0.063271,0.067180,0.085875,0.095555,0.093214,0.088847,0.100866,0.126919,0.155695,0.155427,0.171078,0.122551,0.153197,0.153924,0.206559,0.224631,0.264308,0.322787,0.341381,0.396964,0.380196,0.417828,0.375500,0.427409,0.463334,0.447567,0.600802,0.515719,0.583581,0.586251,0.617497,0.645433,0.505387,0.664081,0.685371,0.584567,0.529844,0.602847,0.593792,0.683024,0.692616,0.549000,0.653705,0.614076,0.619434,0.645949,0.608900,0.586839,0.615743,0.591675,0.600138,0.562608,0.657702,0.687261,0.717229,0.633276,0.658866,0.774700,0.727759,0.612532,0.567839,0.508570,0.550630,0.560306,0.553896,0.584776,0.547918,0.520102,0.563946,0.530119,0.557600,0.486692,0.527268,0.509953,0.514327,0.517824,0.529097,0.536828,0.562519,0.510641,0.578404,0.605423,0.581519,0.517130,0.531285,0.562290,0.566755,0.555243,0.557729,0.577190,0.525407,0.631169,0.617125,0.591546,0.606960,0.574835,0.540033,0.631048,0.600382,0.615836,0.602224,0.660148,0.583790,0.629291,0.600236,0.607067,0.634686,0.663708,0.597540
0.093013,0.115125,0.120126,0.096512,0.102070,0.095354,0.095867,0.102955,0.089414,0.078997,0.080427,0.071704,0.086885,0.080256,0.067872,0.052082,0.050718,0.042193,0.089190,0.064384,0.034317,0.066149,0.072049,0.043791,0.031954,0.065174,0.075022,0.067053,0.072457,0.098249,0.081214,0.082188,0.068069,0.054535,0.063742,0.063254,0.067037,0.085748,0.095507,0.093131,0.088807,0.100829,0.126903,0.155618,0.155376,0.171063,0.122553,0.153140,0.153815,0.206592,0.224649,0.264224,0.322827,0.341323,0.396899,0.380118,0.417794,0.375598,0.427321,0.463333,0.447561,0.600581,0.515721,0.583663,0.586227,0.617391,0.645375,0.505270,0.664111,0.685236,0.584440,0.529951,0.602718,0.593587,0.682991,0.692610,0.548757,0.653428,0.614024,0.619300,0.645669,0.608655,0.586868,0.615775,0.591538,0.599994,0.562401,0.657328,0.687133,0.716947,0.633144,0.658626,0.774483,0.727646,0.612438,0.567827,0.508391,0.550428,0.560037,0.553762,0.584651,0.547721,0.519861,0.563659,0.530029,0.557400,0.486558,0.527172,0.509918,0.514182,0.517568,0.529013,0.536721,0.562297,0.510374,0.578168,0.605194,0.581531,0.517033,0.531118,0.562305,0.566681,0.555113,0.557735,0.577007,0.525397,0.630836,0.617111,0.591427,0.606774,0.574560,0.539892,0.630975,0.600207,0.615723,0.602100,0.659999,0.583505,0.629058,0.600145,0.606998,0.634549,0.663538,0.597360
0.092986,0.115134,0.120124,0.096517,0.102078,0.095355,0.095907,0.102927,0.089390,0.078972,0.080408,0.071753,0.086962,0.080317,0.067891,0.052080,0.050790,0.042222,0.089190,0.064415,0.034320,0.066091,0.072024,0.043813,0.031988,0.065157,0.075070,0.067070,0.072411,0.098206,0.081254,0.082228,0.068091,0.054534,0.063733,0.063292,0.067101,0.085802,0.095507,0.093158,0.088809,0.100835,0.126882,0.155667,0.155356,0.171036,0.122552,0.153122,0.153836,0.206512,0.224581,0.264158,0.322758,0.341206,0.396821,0.380032,0.417671,0.375453,0.427261,0.463198,0.447402,0.600465,0.515624,0.583543,0.586012,0.617180,0.645191,0.505154,0.663899,0.685129,0.584326,0.529749,0.602583,0.593548,0.682818,0.692418,0.548641,0.653397,0.613900,0.619277,0.645623,0.608639,0.586641,0.615600,0.591462,0.599939,0.562292,0.657285,0.686996,0.716906,0.633080,0.658563,0.774388,0.727489,0.612399,0.567623,0.508369,0.550402,0.560025,0.553710,0.584549,0.547653,0.519810,0.563555,0.529931,0.557324,0.486481,0.527146,0.509853,0.514089,0.517557,0.528901,0.536619,0.562250,0.510347,0.578135,0.605177,0.581349,0.517011,0.531015,0.562133,0.566614,0.555019,0.557610,0.576959,0.525241,0.630821,0.616955,0.591329,0.606669,0.574507,0.539778,0.630873,0.600161,0.615614,0.602029,0.659951,0.583436,0.629057,0.600006,0.606841,0.634455,0.663455,0.597286
0.092992,0.115119,0.120108,0.096521,0.102065,0.095361,0.095899,0.102931,0.089383,0.078978,0.080391,0.071750,0.086934,0.080303,0.067874,0.052067,0.050781,0.042207,0.089141,0.064393,0.034319,0.066108,0.072001,0.043800,0.031982,0.065141,0.075038,0.067056,0.072430,0.098192,0.081234,0.082212,0.068067,0.054554,0.063709,0.063247,0.067095,0.085791,0.095500,0.093145,0.088797,0.100815,0.126866,0.155612,0.155347,0.171009,0.122511,0.153117,0.153821,0.206496,0.224557,0.264169,0.322690,0.341222,0.396788,0.380020,0.417657,0.375402,0.427216,0.463164,0.447390,0.600476,0.515537,0.583413,0.586018,0.617209,0.645161,0.505146,0.663845,0.685064,0.584294,0.529690,0.602567,0.593490,0.682756,0.692358,0.548683,0.653351,0.613833,0.619163,0.645595,0.608585,0.586623,0.615529,0.591398,0.599859,0.562305,0.657296,0.686949,0.716847,0.632995,0.658523,0.774324,0.727441,0.612273,0.567611,0.508309,0.550344,0.559986,0.553637,0.584505,0.547629,0.519802,0.563601,0.529884,0.557307,0.486449,0.527040,0.509756,0.514069,0.517526,0.528865,0.536580,0.562214,0.510337,0.578090,0.605104,0.581307,0.516905,0.531010,0.562085,0.566520,0.554980,0.557531,0.576900,0.525206,0.630792,0.616891,0.591277,0.606651,0.574498,0.539767,0.630788,0.600087,0.615558,0.601954,0.659846,0.583446,0.628963,0.599972,0.606808,0.634394,0.663390,0.597238
0.092990,0.115101,0.120099,0.096494,0.102049,0.095335,0.095853,0.102930,0.089391,0.078977,0.080404,0.071697,0.086877,0.080248,0.067858,0.052069,0.050719,0.042187,0.089165,0.064373,0.034309,0.066128,0.072027,0.043783,0.031952,0.065156,0.075011,0.067040,0.072437,0.098220,0.081202,0.082176,0.068055,0.054527,0.063723,0.063241,0.067033,0.085738,0.095486,0.093115,0.088788,0.100806,0.126871,0.155587,0.155340,0.171021,0.122522,0.153104,0.153784,0.206534,0.224587,0.264162,0.322739,0.341235,0.396801,0.380024,0.417685,0.375489,0.427217,0.463211,0.447441,0.600446,0.515584,0.583502,0.586072,0.617234,0.645210,0.505143,0.663932,0.685069,0.584297,0.529801,0.602570,0.593450,0.682814,0.692426,0.548630,0.653282,0.613865,0.619147,0.645521,0.608512,0.586708,0.615609,0.591397,0.599849,0.562267,0.657187,0.686964,0.716785,0.632989,0.658474,0.774299,0.727464,0.612289,0.567678,0.508275,0.550303,0.559915,0.553630,0.584510,0.547595,0.519746,0.563535,0.529896,0.557270,0.486441,0.527045,0.509790,0.514058,0.517457,0.528881,0.536589,0.562171,0.510262,0.578038,0.605058,0.581375,0.516907,0.530994,0.562156,0.566540,0.554978,0.557589,0.576872,0.525257,0.630701,0.616950,0.591283,0.606631,0.574434,0.539759,0.630818,0.600065,0.615569,0.601954,0.659843,0.583376,0.628917,0.599994,0.606841,0.634396,0.663378,0.597219
0.092969,0.115089,0.120076,0.096497,0.102038,0.095337,0.095873,0.102904,0.089360,0.078958,0.080368,0.071731,0.086910,0.080280,0.067854,0.052052,0.050767,0.042195,0.089114,0.064375,0.034310,0.066093,0.071981,0.043787,0.031974,0.065123,0.075016,0.067038,0.072414,0.098166,0.081211,0.082189,0.068047,0.054541,0.063689,0.063226,0.067077,0.085767,0.095474,0.093121,0.088774,0.100787,0.126832,0.155566,0.155307,0.170965,0.122476,0.153076,0.153780,0.206442,0.224496,0.264104,0.322600,0.341137,0.396685,0.379921,0.417548,0.375302,0.427102,0.463041,0.447277,0.600328,0.515394,0.583248,0.585868,0.617056,0.644997,0.505014,0.663672,0.684882,0.584142,0.529552,0.602410,0.593330,0.682578,0.692174,0.548545,0.653176,0.613666,0.618986,0.645422,0.608412,0.586475,0.615366,0.591243,0.599698,0.562161,0.657127,0.686771,0.716657,0.632821,0.658348,0.774119,0.727250,0.612107,0.567471,0.508173,0.550197,0.559838,0.553489,0.584353,0.547488,0.519670,0.563464,0.529744,0.557161,0.486324,0.526897,0.509618,0.513937,0.517390,0.528726,0.536441,0.562069,0.510204,0.577939,0.604944,0.581155,0.516762,0.530877,0.561940,0.566367,0.554836,0.557380,0.576747,0.525068,0.630628,0.616729,0.591122,0.606496,0.574354,0.539628,0.630620,0.599927,0.615396,0.601792,0.659670,0.583298,0.628795,0.599815,0.606649,0.634228,0.663215,0.597083
0.092963,0.115081,0.120067,0.096493,0.102032,0.095332,0.095868,0.102897,0.089352,0.078952,0.080361,0.071728,0.086903,0.080277,0.067848,0.052048,0.050766,0.042193,0.089101,0.064369,0.034310,0.066089,0.071973,0.043783,0.031972,0.065116,0.075008,0.067034,0.072412,0.098156,0.081204,0.082184,0.068039,0.054542,0.063681,0.063216,0.067076,0.085764,0.095468,0.093114,0.088768,0.100779,0.126822,0.155551,0.155296,0.170949,0.122463,0.153065,0.153771,0.206424,0.224477,0.264088,0.322570,0.341118,0.396654,0.379895,0.417517,0.375269,0.427068,0.463002,0.447247,0.600289,0.515349,0.583191,0.585825,0.617019,0.644951,0.504982,0.663618,0.684827,0.584100,0.529507,0.602367,0.593286,0.682522,0.692118,0.548518,0.653128,0.613615,0.618935,0.645377,0.608366,0.586434,0.615314,0.591198,0.599651,0.562128,0.657088,0.686721,0.716605,0.632768,0.658301,0.774060,0.727195,0.612054,0.567432,0.508135,0.550156,0.559800,0.553446,0.584309,0.547450,0.519638,0.563436,0.529705,0.557125,0.486293,0.526849,0.509572,0.513904,0.517353,0.528686,0.536403,0.562030,0.510173,0.577898,0.604899,0.581108,0.516719,0.530842,0.561895,0.566319,0.554796,0.557330,0.576705,0.525028,0.630588,0.616678,0.591076,0.606455,0.574319,0.539595,0.630566,0.599883,0.615352,0.601743,0.659615,0.583264,0.628748,0.599772,0.606608,0.634178,0.663166,0.597043
0.092961,0.115068,0.120061,0.096472,0.102020,0.095313,0.095836,0.102896,0.089358,0.078952,0.080372,0.071691,0.086865,0.080239,0.067839,0.052050,0.050722,0.042178,0.089123,0.064356,0.034302,0.066101,0.071993,0.043773,0.031951,0.065127,0.074992,0.067022,0.072414,0.098177,0.081183,0.082159,0.068034,0.054520,0.063695,0.063217,0.067031,0.085726,0.095459,0.093093,0.088761,0.100774,0.126826,0.155538,0.155290,0.170957,0.122474,0.153057,0.153745,0.206451,0.224501,0.264078,0.322610,0.341121,0.396662,0.379897,0.417537,0.375332,0.427072,0.463038,0.447277,0.600257,0.515391,0.583268,0.585860,0.617026,0.644979,0.504979,0.663680,0.684834,0.584100,0.529585,0.602368,0.593262,0.682564,0.692170,0.548472,0.653084,0.613646,0.618939,0.645331,0.608331,0.586486,0.615373,0.591196,0.599648,0.562097,0.657008,0.686728,0.716563,0.632774,0.658269,0.774046,0.727211,0.612071,0.567468,0.508113,0.550129,0.559750,0.553443,0.584311,0.547423,0.519593,0.563376,0.529714,0.557097,0.486282,0.526859,0.509601,0.513892,0.517305,0.528698,0.536406,0.561996,0.510118,0.577861,0.604867,0.581157,0.516727,0.530823,0.561943,0.566338,0.554793,0.557378,0.576686,0.525064,0.630521,0.616721,0.591081,0.606436,0.574266,0.539585,0.630591,0.599869,0.615359,0.601748,0.659616,0.583208,0.628717,0.599786,0.606629,0.634180,0.663158,0.597026
0.092947,0.115059,0.120065,0.096433,0.102011,0.095273,0.095791,0.102886,0.089369,0.078940,0.080404,0.071632,0.086829,0.080191,0.067842,0.052065,0.050661,0.042173,0.089205,0.064357,0.034292,0.066100,0.072046,0.043769,0.031923,0.065160,0.074997,0.067019,0.072395,0.098220,0.081167,0.082134,0.068047,0.054465,0.063739,0.063262,0.066968,0.085679,0.095449,0.093070,0.088759,0.100785,0.126846,0.155571,0.155287,0.170990,0.122531,0.153046,0.153717,0.206504,0.224558,0.264042,0.322735,0.341103,0.396695,0.379901,0.417568,0.375475,0.427108,0.463111,0.447329,0.600168,0.515534,0.583504,0.585890,0.616991,0.645034,0.504972,0.663811,0.684888,0.584115,0.529754,0.602366,0.593264,0.682670,0.692292,0.548342,0.653037,0.613746,0.619050,0.645268,0.608317,0.586571,0.615520,0.591241,0.599707,0.562023,0.656849,0.686768,0.716533,0.632851,0.658239,0.774063,0.727263,0.612210,0.567523,0.508126,0.550128,0.559695,0.553498,0.584339,0.547389,0.519515,0.563217,0.529763,0.557057,0.486288,0.526969,0.509730,0.513882,0.517243,0.528736,0.536438,0.561963,0.510030,0.577831,0.604876,0.581258,0.516836,0.530781,0.562051,0.566448,0.554811,0.557513,0.576700,0.525143,0.630426,0.616832,0.591122,0.606405,0.574175,0.539567,0.630694,0.599910,0.615414,0.601812,0.659704,0.583091,0.628747,0.599824,0.606678,0.634222,0.663195,0.597033
0.092946,0.115044,0.120038,0.096451,0.101998,0.095293,0.095809,0.102880,0.089344,0.078939,0.080359,0.071667,0.086834,0.080211,0.067822,0.052040,0.050699,0.042165,0.089107,0.064339,0.034294,0.066098,0.071984,0.043760,0.031938,0.065118,0.074969,0.067006,0.072407,0.098165,0.081160,0.082136,0.068016,0.054508,0.063684,0.063199,0.067006,0.085699,0.095439,0.093070,0.088743,0.100753,0.126805,0.155499,0.155263,0.170929,0.122451,0.153029,0.153710,0.206424,0.224467,0.264037,0.322559,0.341072,0.396598,0.379835,0.417474,0.375284,0.426996,0.462969,0.447216,0.600158,0.515304,0.583173,0.585779,0.616938,0.644884,0.504895,0.663585,0.684715,0.584003,0.529517,0.602269,0.593148,0.682459,0.692064,0.548378,0.652955,0.613542,0.618815,0.645203,0.608203,0.586411,0.615282,0.591093,0.599538,0.561999,0.656879,0.686616,0.716426,0.632657,0.658145,0.773906,0.727093,0.611958,0.567394,0.508015,0.550023,0.559639,0.553342,0.584213,0.547325,0.519497,0.563280,0.529625,0.556997,0.486199,0.526761,0.509514,0.513805,0.517202,0.528611,0.536317,0.561893,0.510018,0.577750,0.604750,0.581073,0.516628,0.530735,0.561863,0.566238,0.554699,0.557289,0.576579,0.524986,0.630396,0.616627,0.590980,0.606333,0.574160,0.539495,0.630485,0.599757,0.615255,0.601640,0.659495,0.583101,0.628593,0.599690,0.606534,0.634070,0.663040,0.596920
