0.656180,0.668099,0.610350,0.619233,0.691843,0.707860,0.668357,0.632912,0.685982,0.739415,0.626454,0.662060,0.702778,0.675600,0.776056,0.797232,0.838005,0.732107,0.720739,0.759875,0.764368,0.729099,0.768248,0.712512,0.664231,0.679035,0.762565,0.695534,0.714624,0.692882,0.713855,0.732721,0.675108,0.764896,0.700882,0.668513,0.677632,0.675233,0.731406,0.684811,0.701044,0.677622,0.672305,0.657933,0.653950,0.671394,0.665618,0.589291,0.629357,0.641492,0.653858,0.634320,0.617285,0.685189,0.696631,0.659239,0.674533,0.644126,0.677794,0.639600,0.620476,0.647146,0.673917,0.707235,0.650288,0.664783,0.638835,0.704760,0.593830,0.602255,0.595348,0.557214,0.627230,0.635054,0.621310,0.596315,0.599633,0.556604,0.540431,0.503432,0.517489,0.510844,0.480043,0.493444,0.468214,0.498262,0.521002,0.493680,0.484145,0.441444,0.515850,0.468838,0.478671,0.454570,0.456192,0.428995,0.423681,0.461657,0.457797,0.485730,0.441486,0.445961,0.511926,0.484545,0.447675,0.479770,0.431477,0.442888,0.431809,0.463776,0.481951,0.465477,0.449204,0.394891,0.407142,0.456974,0.454292,0.481033,0.447711,0.457910,0.476170,0.407240,0.388531,0.394595,0.284235,0.295966,0.280929,0.279403
0.656127,0.668164,0.609951,0.619090,0.691790,0.707697,0.668237,0.632797,0.685913,0.739343,0.626369,0.661904,0.702652,0.675510,0.775724,0.797021,0.837699,0.731893,0.720564,0.759675,0.764190,0.728854,0.768127,0.712350,0.664065,0.678877,0.762356,0.695378,0.714582,0.692719,0.713650,0.732535,0.674965,0.764693,0.700789,0.668352,0.677496,0.674943,0.731212,0.684618,0.700931,0.677493,0.672241,0.657784,0.653920,0.671181,0.665489,0.589241,0.629191,0.641352,0.653742,0.634203,0.617030,0.685124,0.696429,0.659125,0.674345,0.643989,0.677637,0.639439,0.620327,0.647039,0.673796,0.707062,0.650149,0.664742,0.638704,0.704661,0.593777,0.602260,0.595296,0.557317,0.627208,0.635044,0.621254,0.596195,0.599513,0.556528,0.540286,0.503484,0.517377,0.510750,0.480036,0.493453,0.468126,0.498339,0.521211,0.493648,0.484187,0.441427,0.515756,0.468675,0.478588,0.454657,0.456125,0.428913,0.423567,0.461600,0.457692,0.485669,0.441342,0.445785,0.511858,0.484369,0.447501,0.479606,0.431244,0.442766,0.431763,0.463701,0.481838,0.465157,0.448975,0.394799,0.407033,0.456973,0.454371,0.480996,0.447756,0.458005,0.476354,0.407256,0.388462,0.394620,0.284178,0.295876,0.280861,0.279219
0.656012,0.667951,0.610030,0.619049,0.691634,0.707656,0.668188,0.632694,0.685697,0.739256,0.626205,0.661856,0.702506,0.675358,0.775688,0.796950,0.837648,0.731803,0.720467,0.759618,0.764091,0.728814,0.767957,0.712328,0.663929,0.678739,0.762315,0.695253,0.714445,0.692693,0.713559,0.732565,0.674846,0.764626,0.700667,0.668301,0.677460,0.674924,0.731111,0.684511,0.700852,0.677446,0.672152,0.657639,0.653796,0.671085,0.665436,0.589078,0.629051,0.641242,0.653577,0.634066,0.617011,0.684976,0.696363,0.658970,0.674296,0.643963,0.677569,0.639323,0.620267,0.646942,0.673642,0.707023,0.650004,0.664598,0.638570,0.704564,0.593671,0.602104,0.595231,0.557117,0.627040,0.634888,0.621160,0.596111,0.599423,0.556406,0.540148,0.503298,0.517284,0.510624,0.479841,0.493285,0.468029,0.498171,0.520991,0.493492,0.484061,0.441298,0.515615,0.468576,0.478478,0.454409,0.455997,0.428836,0.423498,0.461468,0.457624,0.485556,0.441242,0.445783,0.511736,0.484396,0.447393,0.479534,0.431259,0.442715,0.431618,0.463648,0.481758,0.465212,0.449026,0.394716,0.406945,0.456900,0.454250,0.480911,0.447655,0.457875,0.476210,0.407156,0.388406,0.394559,0.284135,0.295831,0.280816,0.279277
0.655918,0.667877,0.609959,0.618949,0.691567,0.707540,0.668067,0.632630,0.685692,0.739120,0.626180,0.661756,0.702461,0.675311,0.775624,0.796853,0.837567,0.731745,0.720396,0.759511,0.764011,0.728726,0.767907,0.712191,0.663910,0.678708,0.762202,0.695209,0.714347,0.692564,0.713507,0.732388,0.674798,0.764531,0.700583,0.668205,0.677334,0.674865,0.731054,0.684476,0.700745,0.677328,0.672037,0.657619,0.653699,0.671050,0.665325,0.589048,0.629045,0.641193,0.653561,0.634031,0.616950,0.684905,0.696290,0.658942,0.674211,0.643838,0.677481,0.639290,0.620190,0.646864,0.673613,0.706911,0.649980,0.664522,0.638541,0.704466,0.593595,0.602036,0.595117,0.557054,0.626991,0.634815,0.621064,0.596047,0.599366,0.556369,0.540162,0.503267,0.517250,0.510612,0.479854,0.493260,0.468002,0.498112,0.520904,0.493479,0.483987,0.441273,0.515614,0.468588,0.478456,0.454431,0.455992,0.428802,0.423475,0.461456,0.457582,0.485522,0.441255,0.445723,0.511705,0.484302,0.447425,0.479520,0.431219,0.442672,0.431622,0.463576,0.481719,0.465171,0.448949,0.394702,0.406939,0.456810,0.454162,0.480841,0.447568,0.457784,0.476080,0.407099,0.388359,0.394468,0.284103,0.295814,0.280792,0.279225
0.655961,0.667981,0.609830,0.618940,0.691613,0.707527,0.668073,0.632641,0.685735,0.739158,0.626208,0.661746,0.702479,0.675339,0.775552,0.796833,0.837508,0.731721,0.720388,0.759496,0.764006,0.728685,0.767936,0.712180,0.663902,0.678712,0.762178,0.695208,0.714398,0.692554,0.713482,0.732366,0.674799,0.764514,0.700613,0.668192,0.677331,0.674792,0.731037,0.684454,0.700758,0.677327,0.672070,0.657622,0.653750,0.671022,0.665328,0.589088,0.629037,0.641194,0.653580,0.634043,0.616893,0.684949,0.696265,0.658961,0.674186,0.643833,0.677475,0.639282,0.620180,0.646877,0.673627,0.706896,0.649986,0.664572,0.638547,0.704486,0.593624,0.602098,0.595145,0.557158,0.627044,0.634878,0.621096,0.596048,0.599367,0.556387,0.540152,0.503343,0.517249,0.510622,0.479905,0.493318,0.468009,0.498200,0.521053,0.493519,0.484055,0.441309,0.515627,0.468564,0.478467,0.454525,0.456008,0.428807,0.423464,0.461480,0.457581,0.485546,0.441236,0.445683,0.511727,0.484261,0.447396,0.479494,0.431154,0.442659,0.431650,0.463586,0.481721,0.465065,0.448881,0.394701,0.406935,0.456855,0.454246,0.480874,0.447636,0.457878,0.476213,0.407148,0.388367,0.394517,0.284109,0.295806,0.280794,0.279164
0.655743,0.667701,0.609797,0.618780,0.691384,0.707346,0.667883,0.632462,0.685515,0.738920,0.626017,0.661577,0.702280,0.675133,0.775424,0.796640,0.837346,0.731553,0.720206,0.759310,0.763809,0.728533,0.767709,0.711996,0.663737,0.678535,0.761997,0.695027,0.714154,0.692375,0.713319,0.732185,0.674620,0.764329,0.700398,0.668024,0.677147,0.674684,0.730861,0.684296,0.700555,0.677141,0.671853,0.657450,0.653523,0.670876,0.665144,0.588895,0.628884,0.641024,0.653393,0.633865,0.616787,0.684726,0.696106,0.658773,0.674028,0.643661,0.677300,0.639123,0.620024,0.646690,0.673438,0.706719,0.649812,0.664346,0.638375,0.704275,0.593432,0.601874,0.594952,0.556903,0.626825,0.634648,0.620894,0.595887,0.599206,0.556220,0.540023,0.503133,0.517113,0.510480,0.479732,0.493132,0.467879,0.497979,0.520761,0.493352,0.483856,0.441156,0.515482,0.468469,0.478331,0.454316,0.455873,0.428689,0.423364,0.461337,0.457462,0.485396,0.441143,0.445603,0.511572,0.484168,0.447314,0.479397,0.431106,0.442555,0.431512,0.463451,0.481595,0.465047,0.448826,0.394599,0.406836,0.456686,0.454039,0.480713,0.447448,0.457662,0.475948,0.406990,0.388256,0.394359,0.284029,0.295739,0.280721,0.279149
0.655689,0.667647,0.609756,0.618732,0.691327,0.707286,0.667829,0.632414,0.685468,0.738854,0.625975,0.661523,0.702227,0.675082,0.775372,0.796577,0.837285,0.731500,0.720156,0.759251,0.763751,0.728481,0.767653,0.711935,0.663694,0.678490,0.761935,0.694976,0.714094,0.692319,0.713264,0.732117,0.674570,0.764267,0.700343,0.667970,0.677090,0.674635,0.730807,0.684246,0.700495,0.677083,0.671796,0.657407,0.653469,0.670833,0.665088,0.588852,0.628845,0.640979,0.653347,0.633822,0.616743,0.684674,0.696053,0.658725,0.673975,0.643609,0.677246,0.639082,0.619972,0.646640,0.673389,0.706657,0.649772,0.664290,0.638328,0.704214,0.593383,0.601826,0.594897,0.556856,0.626772,0.634595,0.620841,0.595841,0.599156,0.556176,0.539992,0.503093,0.517075,0.510443,0.479700,0.493096,0.467846,0.497935,0.520708,0.493316,0.483813,0.441122,0.515446,0.468442,0.478298,0.454282,0.455841,0.428656,0.423334,0.461306,0.457429,0.485359,0.441116,0.445573,0.511534,0.484125,0.447291,0.479364,0.431077,0.442524,0.431486,0.463414,0.481564,0.465019,0.448790,0.394575,0.406810,0.456644,0.453995,0.480673,0.447406,0.457617,0.475897,0.406954,0.388225,0.394319,0.284010,0.295720,0.280703,0.279130
0.655722,0.667720,0.609666,0.618731,0.691363,0.707287,0.667840,0.632423,0.685495,0.738889,0.625992,0.661522,0.702237,0.675103,0.775315,0.796567,0.837244,0.731482,0.720149,0.759241,0.763748,0.728452,0.767669,0.711936,0.663686,0.678485,0.761924,0.694975,0.714137,0.692318,0.713249,0.732114,0.674572,0.764258,0.700365,0.667967,0.677098,0.674588,0.730797,0.684232,0.700512,0.677094,0.671828,0.657404,0.653510,0.670808,0.665097,0.588879,0.628834,0.640979,0.653356,0.633829,0.616702,0.684703,0.696037,0.658735,0.673964,0.643613,0.677246,0.639073,0.619970,0.646654,0.673398,0.706656,0.649771,0.664328,0.638331,0.704237,0.593412,0.601874,0.594929,0.556935,0.626814,0.634641,0.620872,0.595846,0.599162,0.556193,0.539980,0.503150,0.517076,0.510449,0.479732,0.493136,0.467851,0.498001,0.520823,0.493342,0.483866,0.441150,0.515453,0.468419,0.478305,0.454346,0.455852,0.428661,0.423327,0.461320,0.457427,0.485375,0.441099,0.445546,0.511549,0.484105,0.447262,0.479343,0.431030,0.442515,0.431500,0.463424,0.481560,0.464944,0.448748,0.394571,0.406802,0.456681,0.454060,0.480698,0.447458,0.457687,0.476000,0.406992,0.388232,0.394361,0.284011,0.295711,0.280699,0.279089
0.655850,0.667892,0.609580,0.618819,0.691462,0.707383,0.667967,0.632485,0.685520,0.739060,0.626028,0.661604,0.702276,0.675160,0.775272,0.796627,0.837238,0.731489,0.720195,0.759314,0.763806,0.728479,0.767722,0.712060,0.663674,0.678491,0.761995,0.694995,0.714280,0.692432,0.713251,0.732268,0.674601,0.764314,0.700467,0.668041,0.677223,0.674553,0.730814,0.684222,0.700626,0.677212,0.671977,0.657401,0.653658,0.670790,0.665205,0.588934,0.628804,0.641011,0.653362,0.633861,0.616684,0.684804,0.696066,0.658758,0.674012,0.643733,0.677314,0.639080,0.620024,0.646737,0.673422,0.706740,0.649780,0.664445,0.638345,0.704347,0.593518,0.602003,0.595075,0.557107,0.626905,0.634769,0.620999,0.595901,0.599206,0.556236,0.539935,0.503256,0.517100,0.510451,0.479756,0.493213,0.467870,0.498150,0.521074,0.493380,0.484009,0.441205,0.515444,0.468359,0.478325,0.454405,0.455860,0.428689,0.423327,0.461343,0.457456,0.485419,0.441043,0.445556,0.511589,0.484152,0.447171,0.479309,0.430984,0.442538,0.431509,0.463503,0.481584,0.464856,0.448746,0.394572,0.406783,0.456817,0.454237,0.480797,0.447614,0.457878,0.476284,0.407096,0.388279,0.394508,0.284042,0.295707,0.280713,0.279071
0.655613,0.667626,0.609529,0.618615,0.691252,0.707153,0.667716,0.632315,0.685393,0.738759,0.625894,0.661399,0.702123,0.674994,0.775168,0.796421,0.837085,0.731352,0.720022,0.759102,0.763613,0.728314,0.767547,0.711799,0.663574,0.678375,0.761780,0.694857,0.714018,0.692186,0.713121,0.731966,0.674457,0.764118,0.700248,0.667842,0.676969,0.674454,0.730667,0.684111,0.700387,0.676965,0.671709,0.657297,0.653402,0.670691,0.664975,0.588789,0.628731,0.640869,0.653254,0.633725,0.616583,0.684594,0.695910,0.658630,0.673836,0.643490,0.677122,0.638964,0.619856,0.646541,0.673289,0.706522,0.649665,0.664222,0.638226,0.704113,0.593310,0.601780,0.594821,0.556858,0.626717,0.634544,0.620764,0.595740,0.599056,0.556101,0.539893,0.503080,0.516987,0.510368,0.479668,0.493066,0.467773,0.497932,0.520759,0.493270,0.483793,0.441082,0.515373,0.468341,0.478227,0.454296,0.455781,0.428588,0.423252,0.461250,0.457348,0.485298,0.441026,0.445456,0.511468,0.484003,0.447190,0.479259,0.430941,0.442435,0.431438,0.463342,0.481479,0.464840,0.448649,0.394506,0.406736,0.456605,0.453993,0.480619,0.447389,0.457623,0.475935,0.406929,0.388165,0.394295,0.283964,0.295660,0.280653,0.279023
